time	V(N003,N002)
1.099616199193722e-01	3.571759e+00
1.102057605443722e-01	3.569957e+00
1.104499011693722e-01	3.568157e+00
1.106940417943722e-01	3.566358e+00
1.109381824193722e-01	3.564559e+00
1.111823230443722e-01	3.562762e+00
1.114264636693722e-01	3.560965e+00
1.116706042943722e-01	3.559169e+00
1.119147449193722e-01	3.557374e+00
1.121588855443722e-01	3.555580e+00
1.124030261693722e-01	3.553787e+00
1.126471667943722e-01	3.551995e+00
1.128913074193722e-01	3.550204e+00
1.131354480443722e-01	3.548418e+00
1.133795886693722e-01	3.546659e+00
1.136237292943722e-01	3.544982e+00
1.137678344868305e-01	3.544143e+00
1.139229545064344e-01	3.543597e+00
1.140685157701912e-01	3.543788e+00
1.142415855474019e-01	3.545762e+00
1.144857261724019e-01	3.552103e+00
1.146907476022930e-01	3.560665e+00
1.149112749532009e-01	3.572131e+00
1.151339251939646e-01	3.583348e+00
1.153780658189646e-01	3.593066e+00
1.155589217281127e-01	3.597625e+00
1.157393027286794e-01	3.599745e+00
1.159307692521692e-01	3.600271e+00
1.160948631112045e-01	3.599859e+00
1.161944319743849e-01	3.599342e+00
1.162901045196613e-01	3.598732e+00
1.163872279612008e-01	3.598064e+00
1.164910759775063e-01	3.597321e+00
1.165906586474669e-01	3.596595e+00
1.166986581018496e-01	3.595799e+00
1.168189698110573e-01	3.594907e+00
1.169608608748931e-01	3.593855e+00
1.171558809503896e-01	3.592408e+00
1.174000215753896e-01	3.590596e+00
1.176441622003896e-01	3.588785e+00
1.178883028253896e-01	3.586976e+00
1.181324434503896e-01	3.585167e+00
1.183765840753896e-01	3.583359e+00
1.186207247003896e-01	3.581552e+00
1.188648653253896e-01	3.579746e+00
1.191090059503896e-01	3.577940e+00
1.193531465753896e-01	3.576136e+00
1.195972872003896e-01	3.574333e+00
1.198414278253896e-01	3.572530e+00
1.200855684503896e-01	3.570728e+00
1.203297090753896e-01	3.568928e+00
1.205738497003896e-01	3.567128e+00
1.208179903253896e-01	3.565329e+00
1.210621309503896e-01	3.563531e+00
1.213062715753896e-01	3.561734e+00
1.215504122003896e-01	3.559938e+00
1.217945528253896e-01	3.558142e+00
1.220386934503896e-01	3.556348e+00
1.222828340753896e-01	3.554555e+00
1.225269747003896e-01	3.552762e+00
1.227711153253896e-01	3.550970e+00
1.230152559503896e-01	3.549181e+00
1.232593965753896e-01	3.547403e+00
1.235035372003896e-01	3.545690e+00
1.237476778253896e-01	3.544284e+00
1.239918184503896e-01	3.543921e+00
1.242359590753896e-01	3.545918e+00
1.244572552109080e-01	3.551150e+00
1.246706550093514e-01	3.559804e+00
1.248967041375995e-01	3.571415e+00
1.251122804652325e-01	3.582391e+00
1.253564210902325e-01	3.592410e+00
1.255410761598446e-01	3.597240e+00
1.257521305858833e-01	3.599791e+00
1.259485724112927e-01	3.600239e+00
1.261927130362927e-01	3.599345e+00
1.264368536612927e-01	3.597825e+00
1.266612149432999e-01	3.596218e+00
1.269053555682999e-01	3.594416e+00
1.271494961932999e-01	3.592605e+00
1.273936368182999e-01	3.590793e+00
1.276377774432999e-01	3.588982e+00
1.278819180682999e-01	3.587172e+00
1.281260586932999e-01	3.585363e+00
1.283701993182999e-01	3.583555e+00
1.286143399432999e-01	3.581748e+00
1.288584805682999e-01	3.579942e+00
1.291026211932999e-01	3.578136e+00
1.293467618182999e-01	3.576332e+00
1.295909024432999e-01	3.574529e+00
1.298350430682999e-01	3.572726e+00
1.300791836932999e-01	3.570924e+00
1.303233243182999e-01	3.569123e+00
1.305674649432999e-01	3.567323e+00
1.308116055682999e-01	3.565524e+00
1.310557461932999e-01	3.563726e+00
1.312998868182999e-01	3.561929e+00
1.315440274432999e-01	3.560133e+00
1.317881680682999e-01	3.558338e+00
1.320323086932999e-01	3.556543e+00
1.322764493182999e-01	3.554749e+00
1.325205899432999e-01	3.552957e+00
1.327647305682999e-01	3.551165e+00
1.330088711932999e-01	3.549376e+00
1.332530118182999e-01	3.547597e+00
1.334971524432999e-01	3.545852e+00
1.336429887545876e-01	3.544871e+00
1.337789636383195e-01	3.544098e+00
1.339203228773445e-01	3.543605e+00
1.340628186818154e-01	3.543771e+00
1.342344551103407e-01	3.545662e+00
1.344785957353407e-01	3.551876e+00
1.346846833721896e-01	3.560390e+00
1.349059308959115e-01	3.571861e+00
1.351266927480912e-01	3.583027e+00
1.353708333730912e-01	3.592848e+00
1.355529245861297e-01	3.597525e+00
1.357327798070073e-01	3.599710e+00
1.359243195735348e-01	3.600261e+00
1.361113820910128e-01	3.599790e+00
1.362029225818470e-01	3.599312e+00
1.362971541263150e-01	3.598705e+00
1.363946374043853e-01	3.598032e+00
1.364984084863015e-01	3.597288e+00
1.365982983527751e-01	3.596558e+00
1.367070210021755e-01	3.595756e+00
1.368423363503683e-01	3.594754e+00
1.370238689391093e-01	3.593407e+00
1.372680095641093e-01	3.591595e+00
1.375121501891093e-01	3.589784e+00
1.377562908141093e-01	3.587974e+00
1.380004314391093e-01	3.586164e+00
1.382445720641093e-01	3.584356e+00
1.384887126891093e-01	3.582548e+00
1.387328533141093e-01	3.580742e+00
1.389769939391093e-01	3.578936e+00
1.392211345641093e-01	3.577131e+00
1.394652751891093e-01	3.575327e+00
1.397094158141093e-01	3.573524e+00
1.399535564391093e-01	3.571722e+00
1.401976970641093e-01	3.569921e+00
1.404418376891093e-01	3.568121e+00
1.406859783141093e-01	3.566321e+00
1.409301189391093e-01	3.564522e+00
1.411742595641093e-01	3.562725e+00
1.414184001891093e-01	3.560928e+00
1.416625408141093e-01	3.559133e+00
1.419066814391093e-01	3.557338e+00
1.421508220641093e-01	3.555544e+00
1.423949626891093e-01	3.553751e+00
1.426391033141093e-01	3.551959e+00
1.428832439391093e-01	3.550168e+00
1.431273845641093e-01	3.548381e+00
1.433715251891093e-01	3.546620e+00
1.436156658141093e-01	3.544997e+00
1.438598064391093e-01	3.543875e+00
1.440771545167780e-01	3.544118e+00
1.442954601586406e-01	3.546966e+00
1.445396007836406e-01	3.554139e+00
1.447418290924866e-01	3.563231e+00
1.449604944917730e-01	3.574735e+00
1.452014042040315e-01	3.586317e+00
1.454455448290315e-01	3.594980e+00
1.456257471638846e-01	3.598627e+00
1.458220655551051e-01	3.600128e+00
1.460177963245742e-01	3.600071e+00
1.462619369495742e-01	3.598910e+00
1.464969209979221e-01	3.597355e+00
1.467297902860094e-01	3.595664e+00
1.469739309110094e-01	3.593857e+00
1.472180715360094e-01	3.592046e+00
1.474622121610094e-01	3.590234e+00
1.477063527860094e-01	3.588424e+00
1.479504934110094e-01	3.586614e+00
1.481946340360094e-01	3.584805e+00
1.484387746610094e-01	3.582998e+00
1.486829152860094e-01	3.581191e+00
1.489270559110094e-01	3.579385e+00
1.491711965360094e-01	3.577580e+00
1.494153371610094e-01	3.575776e+00
1.496594777860094e-01	3.573972e+00
1.499036184110094e-01	3.572170e+00
1.501477590360094e-01	3.570369e+00
1.503918996610094e-01	3.568568e+00
1.506360402860094e-01	3.566768e+00
1.508801809110094e-01	3.564970e+00
1.511243215360094e-01	3.563172e+00
1.513684621610094e-01	3.561375e+00
1.516126027860094e-01	3.559579e+00
1.518567434110094e-01	3.557784e+00
1.521008840360094e-01	3.555990e+00
1.523450246610094e-01	3.554197e+00
1.525891652860094e-01	3.552404e+00
1.528333059110094e-01	3.550613e+00
1.530774465360094e-01	3.548824e+00
1.533215871610094e-01	3.547049e+00
1.535192960069065e-01	3.545650e+00
1.536841739568898e-01	3.544573e+00
1.538218253401100e-01	3.543857e+00
1.539638532268228e-01	3.543519e+00
1.541138413382671e-01	3.544049e+00
1.542999425347346e-01	3.546831e+00
1.545440831597346e-01	3.554225e+00
1.547440389344236e-01	3.563264e+00
1.549610772462897e-01	3.574700e+00
1.552041817257329e-01	3.586373e+00
