time	V(N003,N002)
1.472464410266273e-01	2.614894e+00
1.474905816516273e-01	2.364913e+00
1.477347222766273e-01	2.095996e+00
1.479788629016273e-01	1.810323e+00
1.482230035266273e-01	1.510505e+00
1.484671441516273e-01	1.199873e+00
1.487112847766273e-01	8.834229e-01
1.489554254016273e-01	5.704362e-01
1.491995660266273e-01	2.868414e-01
1.494437066516273e-01	7.989839e-02
1.496135209247266e-01	1.390564e-02
1.497768901366338e-01	1.181722e-03
1.499409338364137e-01	7.129461e-05
1.501027824138013e-01	4.469529e-04
1.503469230388013e-01	1.441139e-02
1.505599816872335e-01	8.636004e-02
1.507865199598321e-01	2.692533e-01
1.510094553486823e-01	5.260043e-01
1.512535959736823e-01	8.379695e-01
1.514977365986823e-01	1.154608e+00
1.517418772236823e-01	1.466286e+00
1.519860178486823e-01	1.767877e+00
1.522301584736823e-01	2.055828e+00
1.524742990986823e-01	2.327328e+00
1.527184397236823e-01	2.580165e+00
1.529625803486823e-01	2.812435e+00
1.532067209736823e-01	3.022471e+00
1.534508615986823e-01	3.208816e+00
1.536950022236823e-01	3.370208e+00
1.539391428486823e-01	3.505574e+00
1.541832834736823e-01	3.614025e+00
1.544274240986823e-01	3.694856e+00
1.546715647236823e-01	3.747543e+00
1.549157053486823e-01	3.771748e+00
1.551598459736823e-01	3.767314e+00
1.554039865986823e-01	3.734270e+00
1.556481272236823e-01	3.672829e+00
1.558922678486823e-01	3.583387e+00
1.561364084736823e-01	3.466523e+00
1.563805490986823e-01	3.322999e+00
1.566246897236823e-01	3.153763e+00
1.568688303486823e-01	2.959945e+00
1.571129709736823e-01	2.742866e+00
1.573571115986823e-01	2.504048e+00
1.576012522236823e-01	2.245234e+00
1.578453928486823e-01	1.968430e+00
1.580895334736823e-01	1.675988e+00
1.583336740986823e-01	1.370794e+00
1.585778147236823e-01	1.056701e+00
1.588219553486823e-01	7.401169e-01
1.590660959736823e-01	4.351647e-01
1.593102365986823e-01	1.842478e-01
1.595543772236823e-01	4.167455e-02
1.597822074640691e-01	2.278119e-03
1.599335681065227e-01	6.241351e-05
1.600765937245975e-01	2.657436e-04
1.603207343495975e-01	1.385373e-02
1.605648749745975e-01	9.578967e-02
1.608090155995975e-01	2.948525e-01
1.610383025294776e-01	5.621495e-01
1.612824431544776e-01	8.752003e-01
1.615265837794776e-01	1.191412e+00
1.617707244044776e-01	1.502291e+00
1.620148650294776e-01	1.802661e+00
1.622590056544776e-01	2.088820e+00
1.625031462794776e-01	2.358216e+00
1.627472869044776e-01	2.608715e+00
1.629914275294776e-01	2.838441e+00
1.632355681544776e-01	3.045750e+00
1.634797087794776e-01	3.229208e+00
1.637238494044776e-01	3.387577e+00
1.639679900294776e-01	3.519806e+00
1.642121306544776e-01	3.625027e+00
1.644562712794776e-01	3.702556e+00
1.647004119044776e-01	3.751891e+00
1.649445525294776e-01	3.772717e+00
1.651886931544776e-01	3.764898e+00
